course_code,title,dept_code,credits,pre_reqs,core_area,inquiry_area,recommendation
POSC 381,Revolutions,POSC,3,False,False,"Social Relations,Inst.& Agents",False
WRIT 235,Research as Rhetorical Praxis,WRIT,3,False,False,Human Thought and Expression,False
WRIT 361,Composition History and Theory,WRIT,3,False,False,Human Thought and Expression,False
SOSC 275L,VITA Tax Session,False,0,False,False,False,False
HIST 222,US Immigration History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
GERM 327R,SRS: Research & Prep,GERM,1,False,False,False,False
ENST 234R,SRS: Research & Prep,ENST,1,False,False,False,False
HIST 593,Life & Death-Early Modern Brit,HIST,3,False,False,False,False
HIST 594,The Crusades,HIST,3,False,False,False,False
EDUC 514,Theories-Teaching & Learning,EDUC,3,False,False,False,False
BIOL 591L,Ecology Lab,BIOL,1,False,False,False,False
EDUC 505,"Race, White Supremacy, and Edu",EDUC,3,False,False,False,False
ARTS 354Z,Printmaking II,ARTS,3,False,False,Human Thought and Expression,False
CHIN 299X,Chinese Medical Culture/FLAC,EALL,0,False,False,False,False
RELG 253X,"Love,God,Sexuality/FLAC-Greek",RELG,0,False,False,False,False
ASIA 499,Special Studies for Honors,HIST,3,False,False,False,False
ENGL 596,History of English Language,ENGL,3,False,False,False,False
RELG 592,Religion and Capitalism,RELG,3,False,False,False,False
RELG 593,Our Secular Age,RELG,3,False,False,False,False
CORE 149CX,Hispaniola(Haiti/DomRep)/FLAC,False,0,False,False,False,False
ALST 351,"Medicine, Health and Healing in Africa",ENGL,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ARTS 236,Art and Politics in the 19th Century (AH),ARTS,3,False,False,Human Thought and Expression,False
ARTS 363,War and Plunder,ARTS,3,False,False,Human Thought and Expression,False
ARTS 383,"Seminar in Art History: After 1800: Scandals, Controversies and Debates in the Art World (AH)",ARTS,3,False,False,Human Thought and Expression,False
BIOL 302,Systems Biology,BIOL,3,(MATH 161 or MATH 162) and (BIOL 182 or MATH 163 or PHYS 201 or COSC 101),False,Natural Sciences & Mathematics,False
CLAS 235,Archaeology of Italy,CLAS,3,False,False,Human Thought and Expression,False
GREK 202,Intermediate Greek:Poetry,CLAS,3,GREK 201 or equivalent,False,Human Thought and Expression,False
LATN 370,Ovid,CLAS,3,LATN 201 or higher,False,Human Thought and Expression,False
COSC 202,Data Structures and Algorithms,COSC,3,COSC 102,False,Natural Sciences & Mathematics,False
COSC 202L,Data Structures and Algorithms Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
COSC 208,Introduction to Computer Systems,COSC,3,COSC 102,False,Natural Sciences & Mathematics,False
COSC 208L,Introduction to Computer Systems Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
COSC 415,Software Engineering,COSC,3,COSC 208 or COSC 301,False,Natural Sciences & Mathematics,False
COSC 415L,Software Engineering Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
THEA 321,Shakespeare,THEA,3,False,False,Human Thought and Expression,False
ENGL 333,African/Diaspora Women's Narrative,ENGL,3,False,False,Human Thought and Expression,False
ENGL 376,Playwriting II,ENGL,3,THEA 356 or ENGL 356 or THEA 276,False,Human Thought and Expression,False
THEA 376,Playwriting II,THEA,3,THEA 356 or ENGL 356 or THEA 276,False,Human Thought and Expression,False
ENST 319,Food,ENST,3,"ENST 232 or SOCI 201 or SOCI 250 and students must have an open morning (no other enrolled courses) on Wednesday, Thursday, or Friday, from 8 a.m. until 12 p.m., in order to accommodate the farm internship component of the course.",Global Engagements,"Social Relations,Inst.& Agents",False
SOCI 319,Food,SOAN,3,"SOCI 201 or SOCI 250 or ENST 232 and students must have an open morning (no other enrolled courses) on Wednesday, Thursday, or Friday, from 8 a.m. until 12 p.m., in order to accommodate the farm internship component of the course.",Global Engagements,"Social Relations,Inst.& Agents",False
GEOG 313,Geographical Political Economy: Asia in Globalization,GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
GEOL 301,Igneous &Metamorphic Petrology,EEGS,3,GEOL 201 or equivalent,False,Natural Sciences & Mathematics,False
GEOL 301L,Igneous & Meta Petrology Lab,EEGS,1,False,False,Natural Sciences & Mathematics,False
GEOL 370,Geoinformatics,EEGS,3,GEOL course numberd 190 or higher,False,Natural Sciences & Mathematics,False
GEOL 450,Paleoclimatology,EEGS,3,GEOL 215 or GEOL 225,False,Natural Sciences & Mathematics,False
GERM 485,Drama,GERM,3,Two GERM 300-level courses,False,Human Thought and Expression,False
GERM 485L,Required Film Screening,GERM,0,False,False,Human Thought and Expression,False
NEUR 202,Strategies & Discoveries in Cellular and Molecular Neuroscience,PBSC,3,NEUR 170 and BIOL 182,False,Natural Sciences & Mathematics,False
HIST 332,Medieval England,HIST,3,False,False,"Social Relations,Inst.& Agents",False
JWST 213,The Bible as/and Literature,PSCI,3,False,False,Human Thought and Expression,False
RELG 213,The Bible and/as Literature,RELG,3,False,False,Human Thought and Expression,False
MATH 302,Systems Biology,MATH,3,(MATH 161 or MATH 162) and (BIOL 182 or MATH 163 or PHYS 204 or COSC 101),False,Natural Sciences & Mathematics,False
MATH 382,Topology,MATH,3,MATH 250 with a grade of C or better,False,Natural Sciences & Mathematics,False
ARAB 121,Elementary Arabic I,MELL,3,False,False,Human Thought and Expression,False
ARAB 201,Intermediate Arabic I,MELL,3,ARAB 122 or MIST 122,False,Human Thought and Expression,False
ARAB 301,Advanced Arabic I,MELL,3,ARAB 202 or MIST 202,False,Human Thought and Expression,False
ARAB 401,Topics in Arabic Language and Culture I,MELL,3,ARAB 302 or MIST 302,False,Human Thought and Expression,False
CORE 189S,Sleep,False,3,False,Scientific Perspectives,False,False
PCON 314,Media War: Peace and Conflict in the Digital Age,PSCI,3,False,False,False,False
PHYS 105,Mechanical Physics,PHAS,3,False,False,Natural Sciences & Mathematics,False
PHYS 301,Fluid Mechanics,PHAS,3,PHYS 232,False,Natural Sciences & Mathematics,False
PHYS 310,Adv Topics & Experiments,PHAS,3,PHYS 334 with a grade of C- or higher and permission of department chair,False,Natural Sciences & Mathematics,False
RELG 242,"Religion, Media and the Senses",RELG,3,False,False,Human Thought and Expression,False
RELG 243,Religion in America,RELG,3,False,False,Human Thought and Expression,False
POSC 307,China's Foreign Relations,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 317,Identity Politics,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 417,Seminar: Law and Order,POSC,3,One 100-level POSC course,False,"Social Relations,Inst.& Agents",False
ITAL 361,"Advanced Grammar, Composition, and Conversation",RMLL,3,At least four years of high school Italian or ITAL 201,Global Engagements,Human Thought and Expression,False
SPAN 487,Postdictatorial Transatlantic Theater,RMLL,3,False,False,Human Thought and Expression,False
REST 250,"Cyborgs, Unite! Sci-Fi for Post-Humans",SOAN,3,False,Global Engagements,Human Thought and Expression,False
THEA 273,Contemp African Amer Drama,THEA,3,False,False,Human Thought and Expression,False
ALST 273,Contemp African Amer Drama,ENGL,3,False,False,Human Thought and Expression,False
THEA 276,Playwriting I,THEA,3,False,False,Human Thought and Expression,False
CORE 147C,Senegal,False,3,False,Communities & Identities,False,False
RELG 242L,"Relg,Media &Senses Film Screen",RELG,0,False,False,False,False
EDUC 314,Re-Remembering Stories of Growing Up,EDUC,3,EDUC 101 or FSEM 182,False,"Social Relations,Inst.& Agents",False
SOCI 320,Social Deviance,SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
GREK 320,Herodotus,CLAS,3,GREK 201 or higher,Global Engagements,Human Thought and Expression,False
CORE 169C,Rwanda,False,3,False,Communities & Identities,False,False
BIOL 483,Investigating the Microbiome,BIOL,3,False,False,Natural Sciences & Mathematics,False
ARTS 302,AdvDigStud:Interactivity&Narra,ARTS,3,ARTS 201 or ARTS 202,False,Human Thought and Expression,False
MUSE 201,Museum Curating in Digital Age,ARTS,3,MUSE 120 or HIST 120 or MUSE 300 or ANTH 300 or ARTS 270,False,Human Thought and Expression,False
ENGL 204,Native American Writers,ENGL,3,False,False,Human Thought and Expression,False
ENGL 312R,SRS: Research & Reflection,ENGL,1,False,False,False,False
PHIL 320,20th-Cent Analytic Philosophy,PHIL,3,One course in philosophy,False,Human Thought and Expression,False
THEA 270,Introduction to Dance Studies,THEA,3,False,False,Human Thought and Expression,False
ALST 331,The Sexual Politics of Hip-Hop,ENGL,3,False,False,False,False
BIOL 355L,Advanced Topics in Organismal Biology Lab: Ornithology Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
WRIT 344,Rhetoric and Robots,WRIT,3,False,False,Human Thought and Expression,False
FSEM 116,China in Relation:Dao/Mao/Now,False,3,False,Communities & Identities,False,False
FSEM 118,The Middle East,False,3,False,Communities & Identities,False,False
FSEM 121,Critical Hlth:Parasite&Society,False,3,False,Scientific Perspectives,False,False
FSEM 123,Critical Health Issues: Cancer,False,3,False,Scientific Perspectives,False,False
FSEM 134,Dangerous Earth,False,3,False,Scientific Perspectives,False,False
FSEM 139,The Science of Relationships,False,3,False,Scientific Perspectives,False,False
FSEM 151,Elementary Arabic I,False,3,False,False,Human Thought and Expression,False
FSEM 173,Public Sphere Rhetorics and Social Change,False,3,False,False,Human Thought and Expression,False
FSEM 178,Introduction to Environmental Geography,False,3,False,False,Natural Sciences & Mathematics,False
FSEM 186,"War: Past, Present, Future",False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 193,Introduction to Sociology,False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 196,Global Peace & War,False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 120,Caribbean Ecol/Envir Concerns,False,3,False,Scientific Perspectives,False,False
EDUC 539,Feminist Disability Studies,EDUC,3,False,False,False,False
EDUC 540,Tps:Education in Global World,EDUC,3,False,False,False,False
SPAN 591,Intermed Spanish: Lang & Lit,RMLL,3,False,False,False,False
CORE 191S,The Archaeology of Food,False,3,False,Scientific Perspectives,False,False
PSYC 591,Research Methods in Psyc Sci,PBSC,3,False,False,False,False
COSC 482,Ind: Authentic Ml,COSC,3,COSC 202 or COSC 208 or COSC 290 and permission of Instructor,False,Natural Sciences & Mathematics,False
RELG 591L,"Relg,Media &Senses Film Screen",RELG,0,False,False,False,False
ECON 591,Introduction to Economics,ECON,3,False,False,False,False
CLAS 490,Honors,CLAS,3,False,False,Human Thought and Expression,False
WMST 591,Feminist Disability Studies,EDUC,3,False,False,False,False
CORE 188S,It's a Dog Life,False,3,False,Scientific Perspectives,False,False
CLAS 232,Sexuality & Gender Greece/Rome,CLAS,3,False,False,Human Thought and Expression,False
GREK 302,Aristophanes,CLAS,3,GREK 201 or higher,False,Human Thought and Expression,False
LATN 430,Lyric Poetry,CLAS,3,LATN 340 or LATN 350 or LATN 360 or LATN 370 or LATN 380 or higher,False,Human Thought and Expression,False
JAPN 240,Gender & Sexuality Japan Cultr,EALL,3,False,False,Human Thought and Expression,False
ECON 336,The Economics of Sports,ECON,3,ECON 251,False,"Social Relations,Inst.& Agents",False
ECON 357,Advanced Microeconomic Theory,ECON,3,ECON 151 and ECON 251 and ECON 252 and MATH 163,False,"Social Relations,Inst.& Agents",MATH 214
CHEM 440,Materials Chemistry,CHEM,2,CHEM 263,False,Natural Sciences & Mathematics,False
EDUC 325,Beyond Brooklyn,EDUC,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 325,Water and Society,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
CORE 153C,Appalachia,False,3,False,Communities & Identities,False,False
GERM 325,Transnatl-Contemp German Cult,GERM,3,False,Global Engagements,Human Thought and Expression,FMST 200 is desirable but not required
GERM 325L,Required Film Screening,GERM,0,False,False,False,False
ENGL 240,Latinx Literature,ENGL,3,False,Global Engagements,Human Thought and Expression,False
CORE 192S,The Anthropocene: Earth Systems With and Without Us,False,3,False,Scientific Perspectives,False,False
HIST 223,The American West (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
ENGL 420,Emerson and Thoreau,ENGL,3,False,False,Human Thought and Expression,False
ENGL 461,Studies in the Renaissance,ENGL,3,False,False,Human Thought and Expression,False
HIST 316,"The US in Vietnam, 1945-1975",HIST,3,False,False,"Social Relations,Inst.& Agents",False
JWST 343,Gender and Judaism,PSCI,3,False,False,Human Thought and Expression,False
RELG 343,Gender and Judaism,RELG,3,False,False,Human Thought and Expression,False
FMST 288,New Media: History and Theory from Netflix to VR,ARTS,3,FMST 200 or FSEM 163,False,Human Thought and Expression,False
FMST 390L,Required Film Screening,ARTS,0,False,False,False,False
MATH 414,Matroids,MATH,3,MATH 214 and MATH 250 and (MATH 310 or MATH 360 or MATH 375),False,Natural Sciences & Mathematics,False
ARAB 122,Elementary Arabic II,MELL,3,ARAB 121 or MIST 121,False,Human Thought and Expression,False
MATH 460,Hilbert and Banach Spaces,MATH,3,MATH 214 and MATH 377,False,Natural Sciences & Mathematics,False
MATH 485,Abstract Algebra II,MATH,3,MATH 375 with a grade of B or better,False,Natural Sciences & Mathematics,False
ARAB 202,Intermediate Arabic II,MELL,3,ARAB 201 or MIST 201 or equivalent,False,Human Thought and Expression,False
ARAB 302,Advanced Arabic II,MELL,3,ARAB 301 or MIST 301,False,Human Thought and Expression,False
ARAB 402,Topics in Arabic Language and Culture II,MELL,3,ARAB 401 or MIST 401,False,Human Thought and Expression,False
MIST 330,Global Political-Economy of the Middle East and North Africa,HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
PCON 260,Gender in Peace and Conflict,PSCI,3,False,Global Engagements,False,False
PCON 322,Weapons and War: Interdisciplinary Perspectives,PSCI,3,or prereq override,Global Engagements,"Social Relations,Inst.& Agents",False
PHIL 313,International Ethics,PHIL,3,False,Global Engagements,Human Thought and Expression,At least one course in ethics or political theory is recommended.
PHIL 325,Logic II,PHIL,3,PHIL 225,False,Human Thought and Expression,False
POSC 371,West European Politics,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 421,Seminar: Information Warfare,POSC,3,False,False,"Social Relations,Inst.& Agents",False
RELG 207,Chinese Ways of Thought,RELG,3,False,False,Human Thought and Expression,False
RELG 252,"Religion, Plagues, Pandemics",RELG,3,False,False,Human Thought and Expression,False
RELG 295,Tibetan Buddhism,RELG,3,False,False,Human Thought and Expression,False
FREN 450,20th-Century French Literature,RMLL,3,Two 350-level French literature courses,False,Human Thought and Expression,False
PSYC 343,Sleep Psychology,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
REST 150,Russian Popaganda,SOAN,3,False,False,Human Thought and Expression,False
REST 258,Reading the Russian Revolution,SOAN,3,False,Global Engagements,Human Thought and Expression,False
ANTH 316,"Religion, Culture, & Media",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 334,Public Health in Africa,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 361,Ancient Environments and Human Legacies (MC),SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
SOCI 303,Sociology of Education (RI),SOAN,3,SOCI 250,False,"Social Relations,Inst.& Agents",Prior completion of at least one research methods course
SOCI 312,Social Inequality,SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
SOCI 325,Sociology of Mental Illness,SOAN,3,SOCI 101 (or FSEM equivalent) or SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
SOCI 335,"Sociology of Death, Dying and Grieving (RI)",SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
THEA 355,Acting II,THEA,3,False,False,Human Thought and Expression,False
ALST 237,"Ghana:Hist, Culture & Politics",ENGL,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ALST 320,African Amer Women's History,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
WMST 279,Black Feminist Thinkers,EDUC,3,False,False,Human Thought and Expression,False
WRIT 370,Surveillance Rhetorics,WRIT,3,False,False,Human Thought and Expression,False
WRIT 380,"Rhetoric, Disability & Tech",WRIT,3,False,False,False,False
ENGL 312,"Race, Place, & US South/SRS",ENGL,3,False,False,Human Thought and Expression,False
THEA 322,Shakespeare,THEA,3,False,False,Human Thought and Expression,False
JWST 260,Rabbis Reinventing: The Making of Judaism as We Know It,PSCI,3,False,False,False,False
ECON 370,European Economic Issues,ECON,3,ECON 251 and ECON 252,False,"Social Relations,Inst.& Agents",False
FMST 225,Visual Rhetorics,ARTS,3,False,False,Human Thought and Expression,False
FMST 303,The Rhetoric of Data Visualization & Infographics,ARTS,3,False,False,Human Thought and Expression,False
FMST 288L,Required Film Screening,ARTS,0,False,False,False,False
ARTS 103,Arts of Asia: Urbanism (AH),ARTS,3,False,False,Human Thought and Expression,False
POSC 383,National Security (Extended Study),POSC,2,POSC 353,False,False,False
EDUC 515,Pedagogies and Publics,EDUC,3,False,False,False,False
SOCI 591,"Power, Politics & Soc Change",SOAN,3,False,False,False,False
POSC 591,National Security,POSC,3,False,False,False,False
POSC 592,Sem: Africa in World Politics,POSC,3,False,False,False,False
PSYC 592,Prejudice and Racism,PBSC,3,False,False,False,False
EDUC 514L,TPP Observation Hours,EDUC,0,False,False,False,False
COSC 492,Honors Research,COSC,3,COSC 482 and instructor permission,False,Natural Sciences & Mathematics,False
BIOL 102,Topics in Human Health,BIOL,3,False,False,Natural Sciences & Mathematics,First-year students and non-science majors. May be beneficial for entering students who do not have extensive biology background in preparation for enrollment in the foundation courses (BIOL 181 and BIOL 182). Not intended for students who have completed a biology foundation course.
GPEH 100,Intro Global Pub&Enviro Health,ENST,3,False,Global Engagements,False,False
GEOL 310,Environmental Economic Geology,EEGS,3,GEOL 190,False,Natural Sciences & Mathematics,GEOL 202
UNST 130,Scholarship: Independent Research Design and Development,False,1,False,False,False,False
PSYC 261,Personality Psychology,PBSC,3,PSYC 150,False,Natural Sciences & Mathematics,False
PSYC 344,Addiction,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
PSYC 378,Topics in Neuroscience: Neuroscience of Reward and Motivation,PBSC,3,(NEUR 170 or PSYC 275) and (PSYC 200 or NEUR 201 or NEUR 202),False,Natural Sciences & Mathematics,False
ECON 383,Natural Resource Economics,ECON,3,ECON 251 and ECON 252,False,"Social Relations,Inst.& Agents",False
GEOG 303,The Camp: A Global History of Civilian Internment,GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
PCON 303,The Camp: A Global History of Civilian Internment,PSCI,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 307,What's in your cup? The Geography of what we Drink/SRS,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 335,Soil Geography,GEOG,3,GEOG 131 or FSEM 178 or GEOG 231,False,Natural Sciences & Mathematics,False
HIST 206,The Civil War Era (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 224,Introduction to Environmental History (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 378,Social Theory of Everyday Life (RI),SOAN,3,False,False,"Social Relations,Inst.& Agents",False
HIST 320,New York City History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 378,Social Theory of Everyday Life,SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
HIST 331,"Medieval Italy, c. 1000 - 1500 (EU)",HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 365,"Warriors, Emperors and Temples in Japan (AS)",HIST,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 382,"Nations, Power, Islam: Muslim Identity and Community in the Global Age (GR)",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
POSC 303,A View from the Mayor's Desk: Current Dynamics of American Governance,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 316,Public Opinion,POSC,3,False,False,"Social Relations,Inst.& Agents",False
ALST 312,"Gender, Race and Punishment: Toward an Inclusive History of the American Carceral State",ENGL,3,False,False,"Social Relations,Inst.& Agents",False
WMST 312,"Gender, Race and Punishment: Toward an Inclusive History of the American Carceral State",EDUC,3,False,False,"Social Relations,Inst.& Agents",False
ALST 321,Black Communities,ENGL,3,ALST 202 or SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
SOCI 321,Black Communities,SOAN,3,SOCI 201 or SOCI 250 or ALST 202,False,"Social Relations,Inst.& Agents",False
ALST 354,Introduction to French Literature: The Francophone World,ENGL,3,At least four years of secondary-school French or FREN 202,Global Engagements,Human Thought and Expression,False
LING 200,Language Acquisition,PHIL,3,False,False,Natural Sciences & Mathematics,False
NEUR 300NE,Topics in Neuroscience: The Embodied Mind,PBSC,3,(NEUR 170 or PSYC 275) and (PSYC 200 or NEUR 201 or NEUR 202),False,Natural Sciences & Mathematics,False
LATN 450,Cicero's Letters,CLAS,3,LATN 202 or LATN 340 or LATN 350 or LATN 360 or LATN 370 or LATN 380 or higher,False,Human Thought and Expression,False
CLAS 233,Greek Art,CLAS,3,False,False,Human Thought and Expression,False
RELG 248,"Christianity, Islam, and Political Change in Africa",RELG,3,False,False,Human Thought and Expression,False
ARTS 346,"Latin American Modernism, 1922-1968",ARTS,3,False,False,Human Thought and Expression,False
ENGL 402,Medieval Celtic Literature,ENGL,3,False,False,Human Thought and Expression,False
ENGL 386,"Poetry, Prose, and Drama in the Century of the English Revolutions, 1600-1700",ENGL,3,False,False,Human Thought and Expression,False
FREN 441,Readings in French Poetry I,RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
SPAN 470,Subject and the City: Imagined and Real,RMLL,3,False,False,Human Thought and Expression,False
SPAN 486,Latin American Dictatorship Theater,RMLL,3,False,False,Human Thought and Expression,False
PHIL 348,"Well-being, Meaning, and Death",PHIL,3,False,False,Human Thought and Expression,False
HIST 317,Gender and Nationalism (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
WMST 260,Intersectionality in Theory and Practice,EDUC,3,False,False,"Social Relations,Inst.& Agents",False
FREN 481,Major French Authors: Crossroads: Literature of Medieval and Early Modern Voyages,RMLL,3,Two 350-level literature courses,False,Human Thought and Expression,False
GERM 467,Körper-Kino & Kino-Körper: Body Cinema & Cinematic Bodies,GERM,3,Two 300-level German courses or permission of instructor,False,Human Thought and Expression,False
GERM 467L,Required Film Screening,GERM,0,False,False,False,False
COSC 311,"Security, Privacy and Society",COSC,3,COSC 202 and COSC 208,False,Natural Sciences & Mathematics,False
COSC 311L,"Security, Privacy and Society Lab",COSC,1,False,False,Natural Sciences & Mathematics,False
CORE 146SR,SRS: Research & Reflection,False,1,False,False,False,False
ANTH 315,Gender and Culture,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
FMST 212L,Required Film Screening,ARTS,0,False,False,False,False
FSEM 117,Senegal,False,3,False,Communities & Identities,False,False
FSEM 168L,Italian Cinema Film Screening,False,0,False,False,False,False
FSEM 179,"Black Girls, Creativity, and Justice",False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 109,Challenges of Modernity,False,3,False,Challenges of Modernity,False,False
ENGL 597,"Crit Theory: Lang, Semiotics",ENGL,3,False,False,False,False
EDUC 510,Racial Capitalism and Educatio,EDUC,3,False,False,False,False
EDUC 554Z,Diagnos/Remediatn Reading Prob,EDUC,3,False,False,False,False
EDUC 504Z,Child/Adolescent Development,EDUC,3,False,False,False,False
CORE 131S,Scientific In-queery: LGBTQ Perspectives in Research,False,3,False,Scientific Perspectives,False,False
LGBT 320,LGBTQ Health,EDUC,3,False,False,"Social Relations,Inst.& Agents",False
WRIT 263,Pirate Rhetoric,WRIT,3,False,False,Human Thought and Expression,False
PCON 479Z,Indp:Research Sem PCON Studies,PSCI,3,False,False,False,False
RELG 594,Thesis: Restraint in Freedom,RELG,4,False,False,False,False
CHEM 456,Bioinorganic Chemistry,CHEM,2,CHEM 264,False,False,False
LATN 350,Roman Comedy,CLAS,3,LATN 201 or higher,False,Human Thought and Expression,False
COSC 410,Applied Machine Learning,COSC,3,COSC 202,False,Natural Sciences & Mathematics,False
COSC 410L,Applied Machine Learning Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
COSC 470,Human-Computer Interaction,COSC,3,COSC 202 or COSC 208 or COSC 290,False,Natural Sciences & Mathematics,False
COSC 470L,Human-Computer Interaction Lab,COSC,1,False,False,Natural Sciences & Mathematics,False
GEOL 315,Conservation Paleobiology,EEGS,3,GEOL 215 or prereq override required,False,Natural Sciences & Mathematics,False
GERM 353L,Proseminar Film Screening,GERM,0,False,False,False,False
GERM 482,The Novella and the Village: Modern Tales from the Country: Dorfgeschichte,GERM,3,Two GERM 300-level courses,False,Human Thought and Expression,False
MUSI 320,Music for Multimedia,MUSI,3,MUSI 220 or MUSI 245,False,Human Thought and Expression,False
MUSI 321,Explorations in Global Music (H&A),MUSI,3,False,Global Engagements,Human Thought and Expression,False
PHIL 214,Medical Ethics,PHIL,3,False,False,Human Thought and Expression,False
MATH 454,Data Analysis II - Nonlinear Model Inference,MATH,3,MATH 354,False,Natural Sciences & Mathematics,False
CORE 146S,The Good Life: Perspectives from Psychological Science,False,3,False,Scientific Perspectives,False,False
PHYS 453,Solid State Physics,PHAS,3,PHYS 334 with a grade of C- or higher.,False,Natural Sciences & Mathematics,False
CORE 166S,The Air Up There,False,3,False,Scientific Perspectives,False,False
PHIL 344,Our Sensational Mind: The Physiology and Philosophy of Perception,PHIL,3,False,False,Human Thought and Expression,False
NEUR 344,Our Sensational Mind: The Physiology and Philosophy of Perception,PBSC,3,False,False,Natural Sciences & Mathematics,False
ALST 244,African American Religious Experience,ENGL,3,False,False,Human Thought and Expression,False
CORE 145C,Dirty South,False,3,False,Communities & Identities,False,False
PSYC 360,Bonding across Boundaries: A Service Learning Experience,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
EDUC 205R,SRS: Research & Reflection,EDUC,1,False,False,False,False
GEOG 307R,SRS: Research & Reflection,GEOG,1,False,False,False,False
ECON 410,Seminar in Gender and Development,ECON,3,ECON 375,False,"Social Relations,Inst.& Agents",False
HIST 351,A History of Imperialism in the Modern World (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
ITAL 224,Introduction to Italian Cinema,RMLL,3,False,False,Human Thought and Expression,False
FMST 224,Introduction to Italian Cinema,ARTS,3,False,False,Human Thought and Expression,False
ITAL 224L,Required Film Screening,RMLL,0,False,False,Human Thought and Expression,False
FMST 224L,Required Film Screening,ARTS,0,False,False,Human Thought and Expression,False
ITAL 360,From the Page to the Screen (and Vice-Versa),RMLL,3,ITAL 201 or 4 years of high school Italian,False,Human Thought and Expression,False
ITAL 360L,Required Film Screening,RMLL,0,False,False,False,False
ANTH 341,Archaeology of Death & Burial,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 342,Cultures of Incarceration,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 371,Gender and Society in Africa (GR),SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ALST 217,Corridors of Black Girlhood,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
WMST 217,Corridors of Black Girlhood,EDUC,3,False,False,"Social Relations,Inst.& Agents",False
MIST 320,Transnational Feminisms of the Long 19th Century,HIST,3,False,Global Engagements,Human Thought and Expression,False
PCON 241,Troublemakers or Peacemakers?,PSCI,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
WRIT 232,Digital Narrative Craft,WRIT,3,False,False,Human Thought and Expression,False
WRIT 378,Discourses of Nature,WRIT,3,False,False,Human Thought and Expression,False
ENGL 326,Shakespeare's Contemporaries,ENGL,3,False,False,Human Thought and Expression,False
ENGL 441,James Joyce,ENGL,3,False,False,Human Thought and Expression,"Prior course work in Shakespeare, 19th- or 20th-century narrative recommended."
POSC 386,Enlightenment Political and Social Thought,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 387,Reason and Power in Social and Political Thought,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 441,Seminar: Theories of State,POSC,3,False,False,"Social Relations,Inst.& Agents",False
